Account_No,Age,Gender,EducationLevel,Marital_Status,Account_Type,No_Of_Linked_Accounts,No_Of_Months_On_Bank,Has_Credit_Card,Credit_Score,Estimated_Income,Balance_Amount
4998365634,43,Male,Graduate,Divorced,Current,1,37,Yes,626,120K +,1832409
4998365635,53,Male,High School,Married,Savings,1,29,Yes,485,120K +,1613434
4998365636,56,Female,Graduate,Married,Savings,2,32,No,659,Less than 40K,1568634
4998365637,54,Male,Unknown,Married,Savings,2,33,Yes,649,40K - 60K,1556634
4998365638,57,Female,High School,Married,Savings,1,39,Yes,805,Less than 40K,1297484
4998365639,62,Male,High School,Married,Savings,1,39,Yes,716,Less than 40K,1157834
4998365640,46,Female,Graduate,Single,Savings,2,40,No,642,Less than 40K,993234
4998365641,49,Male,Uneducated,Married,Savings,1,31,No,659,60K - 80K,911559
4998365642,52,Male,Graduate,Single,Savings,2,47,Yes,545,80K - 120K,825809
4998365643,58,Male,Uneducated,Married,Savings,2,22,No,543,40K - 60K,1325809
4998365644,54,Male,High School,Married,Savings,2,25,Yes,718,80K - 120K,1825809
4998365645,49,Male,Graduate,Married,Savings,2,43,Yes,840,120K +,2325809
4998365646,58,Female,High School,Married,Savings,2,34,Yes,630,Less than 40K,2174859
4998365647,52,Male,High School,Single,Savings,1,59,Yes,643,60K - 80K,2154859
4998365648,41,Male,High School,Married,Savings,1,32,Yes,654,60K - 80K,2128459
4998365649,62,Female,Uneducated,Married,Savings,2,39,Yes,582,Less than 40K,2018809
4998365650,54,Male,Graduate,Married,Savings,2,32,Yes,659,Less than 40K,1700709
4998365651,40,Female,High School,Divorced,Savings,1,39,Yes,762,Less than 40K,1391509
4998365652,43,Male,Graduate,Married,Savings,1,32,Yes,568,80K - 120K,1087909
4998365653,53,Female,Graduate,Single,Savings,2,25,Yes,670,40K - 60K,1039109
4998365654,55,Male,Uneducated,Single,Savings,2,45,Yes,613,40K - 60K,1539109
4998365655,46,Male,Graduate,Single,Savings,2,30,Yes,539,60K - 80K,1233159
4998365656,41,Male,Uneducated,Married,Savings,2,57,Yes,850,60K - 80K,1733159
4998365657,49,Male,Uneducated,Single,Savings,1,34,Yes,522,60K - 80K,1570559
4998365658,61,Female,Graduate,Married,Savings,1,41,Yes,737,Unknown,930859
4998365659,46,Male,Uneducated,Married,Savings,2,58,No,520,80K - 120K,1430859
4998365660,50,Female,Uneducated,Married,Savings,2,28,No,706,Less than 40K,1066959
4998365661,40,Male,Graduate,Single,Savings,1,45,No,643,80K - 120K,1566959
4998365662,51,Male,High School,Single,Savings,1,50,Yes,648,120K +,2066959
4998365663,50,Female,Graduate,Married,Savings,2,29,Yes,443,40K - 60K,1719009
4998365664,47,Female,Graduate,Married,Savings,2,68,Yes,640,Less than 40K,1642109
4998365665,43,Male,Unknown,Married,Savings,1,33,Yes,628,120K +,1594109
4998365666,36,Female,Graduate,Married,Savings,2,42,Yes,540,40K - 60K,1038459
4998365667,47,Female,Graduate,Married,Savings,2,35,Yes,460,Less than 40K,1538459
4998365668,46,Female,Graduate,Single,Savings,2,34,No,636,Less than 40K,964309
4998365669,46,Male,High School,Married,Savings,1,29,Yes,593,120K +,575759
4998365670,52,Male,Uneducated,Married,Savings,1,42,Yes,801,60K - 80K,1075759
4998365671,43,Male,Unknown,Married,Savings,2,75,No,640,40K - 60K,799459
4998365672,40,Female,Graduate,Single,Savings,2,31,Yes,611,Less than 40K,631868
4998365673,54,Female,High School,Married,Savings,1,31,Yes,802,Less than 40K,1131868
4998365674,55,Female,High School,Single,Savings,2,35,Yes,717,Less than 40K,1631868
4998365675,49,Female,Post-Graduate,Single,Savings,1,39,No,769,Unknown,1389168
4998365676,45,Male,High School,Married,Savings,3,45,Yes,745,40K - 60K,1296268
4998365677,49,Male,Graduate,Married,Savings,1,35,Yes,572,40K - 60K,980518
4998365678,63,Male,Uneducated,Married,Savings,1,30,Yes,629,80K - 120K,603218
4998365679,40,Female,High School,Single,Salary,3,39,No,687,Less than 40K,1103218
4998365680,41,Female,Graduate,Married,Current,2,50,Yes,483,Less than 40K,1603218
4998365681,37,Male,Graduate,Married,Savings,2,36,Yes,690,80K - 120K,1188942
4998365682,58,Male,Uneducated,Unknown,Savings,2,30,No,492,120K +,837842
4998365683,55,Male,High School,Married,Savings,2,28,Yes,709,60K - 80K,1337842
4998365684,53,Female,High School,Married,Savings,1,44,Yes,705,Less than 40K,1837842
4998365685,57,Male,Graduate,Married,Savings,1,66,Yes,560,80K - 120K,1607893
4998365686,43,Male,Post-Graduate,Unknown,Savings,2,46,Yes,611,80K - 120K,1447593
4998365687,58,Male,Graduate,Married,Savings,2,62,Yes,730,60K - 80K,1371593
4998365688,64,Male,Unknown,Married,Savings,2,45,No,709,Less than 40K,1311144
4998365689,54,Female,Graduate,Married,Savings,2,21,Yes,544,Less than 40K,1052069
4998365690,53,Male,Graduate,Married,Savings,1,29,Yes,712,60K - 80K,1552069
4998365691,39,Female,College,Single,Savings,1,38,Yes,752,Less than 40K,1345369
4998365692,56,Male,High School,Married,Savings,2,46,Yes,648,60K - 80K,1845369
4998365693,54,Female,Unknown,Divorced,Savings,2,38,No,556,Less than 40K,1608369
4998365694,59,Female,Post-Graduate,Married,Savings,1,24,Yes,594,40K - 60K,1336369
4998365695,42,Male,Uneducated,Single,Savings,2,37,No,645,40K - 60K,948620
4998365696,42,Male,Graduate,Married,Current,1,33,Yes,557,60K - 80K,847570
4998365697,43,Male,College,Unknown,Savings,1,32,Yes,547,80K - 120K,1347570
4998365698,55,Male,High School,Married,Savings,2,39,No,701,120K +,954670
4998365699,52,Male,Uneducated,Single,Savings,1,66,Yes,616,80K - 120K,664320
4998365700,46,Male,Uneducated,Unknown,Savings,1,52,Yes,605,40K - 60K,1164320
4998365701,57,Male,Uneducated,Married,Savings,1,38,Yes,593,120K +,1664320
4998365702,48,Male,College,Married,Savings,2,52,No,751,80K - 120K,1298695
4998365703,45,Male,Unknown,Married,Savings,2,36,No,443,120K +,945845
4998365704,48,Male,High School,Married,Savings,2,23,Yes,685,120K +,1445845
4998365705,47,Male,Graduate,Single,Savings,1,36,Yes,718,40K - 60K,1100096
4998365706,42,Male,College,Married,Savings,1,49,No,538,60K - 80K,874796
4998365707,41,Male,Graduate,Unknown,Current,2,37,Yes,611,60K - 80K,864796
4998365708,51,Male,College,Married,Current,2,37,Yes,668,120K +,1364796
4998365709,55,Female,Graduate,Single,Savings,1,41,Yes,537,Less than 40K,541556
4998365710,67,Male,Uneducated,Married,Savings,2,23,No,709,40K - 60K,1041556
4998365711,39,Male,Graduate,Married,Savings,2,38,Yes,850,60K - 80K,1541556
4998365712,54,Male,Post-Graduate,Single,Savings,1,31,Yes,745,60K - 80K,756507
4998365713,55,Female,Unknown,Married,Savings,3,41,Yes,693,Less than 40K,1256507
4998365714,47,Male,High School,Married,Current,2,35,Yes,795,40K - 60K,853407
4998365715,49,Male,Post-Graduate,Married,Savings,2,26,No,626,60K - 80K,1353407
4998365716,42,Female,Graduate,Married,Savings,1,61,No,487,Less than 40K,893607
4998365717,57,Male,Unknown,Single,Savings,1,39,Yes,556,80K - 120K,1393607
4998365718,44,Male,Uneducated,Married,Savings,2,46,No,643,60K - 80K,1019757
4998365719,56,Male,Unknown,Single,Savings,2,28,No,605,60K - 80K,754257
4998365720,49,Female,Graduate,Married,Savings,1,60,Yes,756,Less than 40K,728557
4998365721,45,Male,Graduate,Single,Savings,2,38,Yes,586,80K - 120K,1228557
4998365722,63,Male,High School,Married,Savings,1,40,Yes,535,60K - 80K,852432
4998365723,44,Male,Graduate,Single,Savings,1,35,Yes,678,80K - 120K,1352432
4998365724,44,Female,College,Married,Current,1,39,Yes,596,Less than 40K,1087182
4998365725,40,Male,High School,Married,Savings,1,26,Yes,648,40K - 60K,968082
4998365726,39,Male,Uneducated,Single,Savings,2,39,Yes,492,60K - 80K,1468082
4998365727,42,Male,High School,Married,Savings,1,45,Yes,702,80K - 120K,1374732
4998365728,54,Male,High School,Married,Savings,1,40,Yes,486,120K +,1173732
4998365729,58,Female,Unknown,Married,Savings,1,40,No,568,Less than 40K,1093257
4998365730,46,Female,Graduate,Divorced,Savings,1,57,Yes,619,Less than 40K,1066057
4998365731,47,Female,Unknown,Divorced,Savings,2,41,No,724,40K - 60K,1566057
4998365732,67,Female,Unknown,Married,Savings,1,33,Yes,548,Unknown,1201957
4998365733,50,Female,College,Divorced,Savings,1,37,Yes,545,Less than 40K,860757
4998365734,55,Male,High School,Divorced,Savings,1,33,No,683,60K - 80K,1360757
4998365735,46,Female,Graduate,Married,Savings,1,51,No,762,40K - 60K,1126157
4998365736,47,Female,Uneducated,Married,Savings,2,30,Yes,627,40K - 60K,1626157
4998365737,36,Female,Unknown,Married,Savings,2,35,No,516,40K - 60K,1548157
4998365738,40,Male,Doctorate,Divorced,Savings,2,38,Yes,800,60K - 80K,1194657
4998365739,57,Male,Unknown,Single,Savings,1,42,Yes,464,80K - 120K,1694657
4998365740,48,Male,Unknown,Divorced,Savings,1,35,No,626,80K - 120K,1291807
4998365741,58,Female,Graduate,Married,Savings,2,31,Yes,790,Less than 40K,713057
4998365742,48,Male,Graduate,Single,Savings,2,34,Yes,534,40K - 60K,461857
4998365743,48,Male,Graduate,Unknown,Platinum,1,46,Yes,745,80K - 120K,961857
4998365744,53,Female,College,Married,Savings,1,47,No,553,40K - 60K,1461857
4998365745,50,Male,Graduate,Married,Savings,1,26,No,748,80K - 120K,1244782
4998365746,52,Female,Graduate,Single,Savings,1,37,No,722,Less than 40K,753777
4998365747,53,Female,Uneducated,Single,Savings,1,40,Yes,501,Less than 40K,1253777
4998365748,56,Female,Graduate,Single,Savings,1,38,No,675,40K - 60K,1753777
4998365749,44,Male,Unknown,Single,Savings,2,47,Yes,778,80K - 120K,1127177
4998365750,49,Male,High School,Married,Savings,1,38,Yes,494,80K - 120K,787103
4998365751,54,Male,Graduate,Married,Savings,2,40,No,850,60K - 80K,762927
4998365752,39,Female,Unknown,Single,Savings,1,31,No,592,40K - 60K,1262927
4998365753,39,Female,Uneducated,Divorced,Savings,1,44,Yes,590,Unknown,1762927
4998365754,41,Female,High School,Single,Savings,1,39,No,758,Less than 40K,969676
4998365755,53,Male,Uneducated,Married,Savings,2,36,Yes,506,80K - 120K,1469676
4998365756,47,Male,Uneducated,Married,Savings,1,33,Yes,733,80K - 120K,751826
4998365757,46,Female,Post-Graduate,Married,Savings,2,38,Yes,711,Less than 40K,719826
4998365758,53,Female,High School,Married,Savings,1,43,No,514,Less than 40K,1219826
4998365759,60,Male,Graduate,Married,Savings,1,37,Yes,637,80K - 120K,2219826
4998365760,59,Female,Graduate,Single,Savings,2,29,Yes,468,Less than 40K,1686026
4998365761,38,Male,Unknown,Single,Savings,2,39,Yes,539,60K - 80K,1126296
4998365762,56,Male,Uneducated,Single,Savings,2,25,Yes,509,Less than 40K,2126296
4998365763,35,Male,Post-Graduate,Unknown,Savings,1,32,Yes,662,80K - 120K,2074046
4998365764,50,Male,Graduate,Single,Savings,2,26,Yes,818,60K - 80K,1933296
4998365765,53,Male,Post-Graduate,Unknown,Savings,1,33,Yes,608,80K - 120K,1608096
4998365766,63,Male,Graduate,Married,Savings,2,32,Yes,850,60K - 80K,2108096
4998365767,43,Female,Uneducated,Single,Savings,3,38,Yes,816,Less than 40K,1398896
4998365768,46,Male,Unknown,Married,Savings,2,35,Yes,536,80K - 120K,1898896
4998365769,61,Male,Uneducated,Single,Savings,2,35,Yes,753,60K - 80K,1209246
4998365770,37,Female,Post-Graduate,Married,Savings,1,27,Yes,631,Less than 40K,1709246
4998365771,42,Female,Doctorate,Married,Savings,1,37,Yes,703,Unknown,1323046
4998365772,41,Male,Uneducated,Divorced,Savings,1,26,Yes,774,120K +,888141
4998365773,56,Male,College,Single,Savings,2,28,Yes,785,120K +,1888141
4998365774,56,Male,Graduate,Married,Savings,2,33,Yes,571,60K - 80K,1882091
4998365775,52,Female,Post-Graduate,Single,Savings,1,46,No,621,Less than 40K,1767040
4998365776,40,Female,High School,Single,Savings,1,31,Yes,605,40K - 60K,1524290
4998365777,63,Male,Graduate,Married,Savings,2,40,Yes,611,40K - 60K,2024290
4998365778,58,Male,High School,Single,Savings,1,38,Yes,569,40K - 60K,1762852
4998365779,58,Male,Unknown,Married,Savings,1,29,Yes,658,60K - 80K,1234677
4998365780,46,Male,Uneducated,Divorced,Savings,1,34,No,788,80K - 120K,1734677
4998365781,37,Female,Graduate,Married,Savings,2,23,Yes,525,40K - 60K,1732037
4998365782,46,Male,Graduate,Single,Savings,3,37,No,798,80K - 120K,1387287
4998365783,46,Female,Post-Graduate,Married,Savings,2,37,Yes,486,Less than 40K,1385127
4998365784,41,Male,Graduate,Single,Savings,2,61,Yes,615,80K - 120K,974946
4998365785,48,Female,High School,Divorced,Savings,1,35,Yes,730,40K - 60K,1474946
4998365786,49,Female,Graduate,Single,Savings,2,37,Yes,641,40K - 60K,1473626
4998365787,44,Male,Graduate,Married,Savings,1,39,Yes,542,80K - 120K,1297576
4998365788,39,Female,College,Married,Savings,2,30,No,692,Less than 40K,1797576
4998365789,57,Male,College,Single,Savings,1,55,Yes,714,40K - 60K,1796616
4998365790,48,Male,High School,Married,Savings,1,29,Yes,591,80K - 120K,1596366
4998365791,47,Male,High School,Single,Savings,1,41,Yes,710,80K - 120K,1596246
4998365792,56,Female,Uneducated,Divorced,Savings,2,38,No,639,Unknown,1586246
4998365793,54,Female,College,Married,Savings,1,47,No,531,Less than 40K,1583966
4998365794,54,Male,Graduate,Married,Savings,2,38,No,673,60K - 80K,1301758
4998365795,52,Male,High School,Married,Savings,2,36,Yes,765,80K - 120K,1801758
4998365796,43,Male,Unknown,Unknown,Savings,2,32,Yes,622,120K +,1799478
4998365797,59,Male,College,Single,Savings,1,40,Yes,806,40K - 60K,1475778
4998365798,44,Male,Unknown,Married,Savings,2,26,Yes,757,Unknown,1471938
4998365799,56,Female,College,Married,Savings,1,58,No,570,Less than 40K,943638
4998365800,45,Female,Graduate,Married,Savings,2,32,Yes,555,Unknown,941118
4998365801,55,Male,High School,Married,Savings,2,54,Yes,692,80K - 120K,509219
4998365802,48,Female,College,Divorced,Savings,1,60,Yes,774,40K - 60K,1009219
4998365803,56,Female,College,Single,Savings,2,44,Yes,638,Less than 40K,1006579
4998365804,41,Male,Uneducated,Married,Savings,1,41,No,543,60K - 80K,711579
4998365805,65,Female,High School,Married,Savings,2,31,Yes,584,Less than 40K,1211579
4998365806,34,Male,Post-Graduate,Single,Savings,1,30,Yes,691,80K - 120K,1211459
4998365807,56,Male,Post-Graduate,Married,Savings,1,40,Yes,684,60K - 80K,1180759
4998365808,62,Female,High School,Married,Savings,2,22,Yes,733,Less than 40K,1179559
4998365809,45,Female,Uneducated,Single,Savings,2,37,Yes,599,Unknown,966334
4998365810,38,Female,Uneducated,Single,Savings,2,31,Yes,524,Less than 40K,1466334
4998365811,49,Male,Unknown,Unknown,Savings,2,38,Yes,632,120K +,1461534
4998365812,58,Male,High School,Single,Savings,2,34,No,735,60K - 80K,651608
4998365813,41,Female,Graduate,Single,Savings,1,34,Yes,734,40K - 60K,1151608
4998365814,33,Male,Graduate,Married,Savings,1,51,Yes,605,60K - 80K,1148968
4998365815,47,Female,College,Single,Savings,2,38,Yes,793,Less than 40K,713743
4998365816,56,Female,Graduate,Married,Savings,3,56,No,468,Less than 40K,1213743
4998365817,51,Male,Graduate,Single,Savings,2,37,Yes,779,60K - 80K,1713743
4998365818,49,Male,Graduate,Unknown,Current,2,48,No,698,40K - 60K,1709183
4998365819,50,Male,Unknown,Single,Savings,1,58,No,707,120K +,880195
4998365820,55,Female,Unknown,Married,Savings,1,35,Yes,850,40K - 60K,1380195
4998365821,26,Male,Graduate,Single,Savings,1,56,Yes,850,Less than 40K,1377075
4998365822,58,Male,College,Married,Savings,2,37,Yes,527,80K - 120K,929620
4998365823,46,Male,High School,Single,Salary,1,32,Yes,696,80K - 120K,1429620
4998365824,48,Male,High School,Married,Savings,1,48,No,661,120K +,1629620
4998365825,42,Male,Uneducated,Divorced,Savings,2,31,Yes,776,60K - 80K,1629260
4998365826,37,Male,Graduate,Married,Savings,2,43,Yes,701,80K - 120K,1559460
4998365827,63,Female,Unknown,Married,Savings,2,26,Yes,610,Less than 40K,1558620
4998365828,50,Male,High School,Single,Current,1,48,Yes,572,40K - 60K,1437320
4998365829,41,Female,High School,Single,Savings,1,30,Yes,673,40K - 60K,1434320
4998365830,48,Female,Graduate,Divorced,Savings,2,57,Yes,519,Less than 40K,929020
4998365831,46,Male,College,Single,Savings,1,26,No,702,80K - 120K,1129020
4998365832,61,Male,High School,Single,Savings,1,32,Yes,729,60K - 80K,1629020
4998365833,59,Female,Unknown,Married,Savings,1,35,Yes,543,Less than 40K,1624940
4998365834,53,Female,Doctorate,Married,Savings,1,40,Yes,550,Unknown,907940
4998365835,39,Female,Doctorate,Unknown,Savings,1,59,Yes,608,40K - 60K,1107940
4998365836,51,Male,High School,Married,Savings,2,35,Yes,639,120K +,1307940
4998365837,45,Male,Graduate,Married,Savings,2,34,Yes,686,60K - 80K,1303980
4998365838,48,Male,Unknown,Single,Savings,3,62,No,564,60K - 80K,722080
4998365839,47,Male,Graduate,Married,Savings,1,28,Yes,745,60K - 80K,922080
4998365840,41,Male,High School,Married,Savings,2,37,Yes,833,40K - 60K,1122080
4998365841,48,Male,College,Married,Savings,2,26,Yes,622,80K - 120K,1322080
4998365842,50,Female,Graduate,Single,Savings,1,42,Yes,597,Less than 40K,1522080
4998365843,56,Female,Post-Graduate,Married,Savings,1,51,Yes,721,Less than 40K,1722080
4998365844,39,Female,College,Single,Savings,3,49,No,504,Less than 40K,1922080
4998365845,47,Male,Graduate,Married,Savings,2,44,Yes,842,80K - 120K,1918480
4998365846,44,Male,Graduate,Single,Savings,2,38,Yes,587,120K +,1255130
4998365847,61,Female,Unknown,Married,Savings,2,30,Yes,479,Unknown,1253690
4998365848,43,Female,Post-Graduate,Married,Savings,2,49,Yes,508,Less than 40K,1117890
4998365849,59,Male,High School,Married,Savings,3,24,Yes,749,60K - 80K,1417890
4998365850,42,Female,Uneducated,Married,Savings,2,36,Yes,721,Unknown,1414290
4998365851,40,Male,Unknown,Divorced,Salary,1,47,Yes,674,40K - 60K,702191
4998365852,,Male,Unknown,Married,Savings,1,25,Yes,685,Less than 40K,1702191
4998365853,48,Male,College,Married,Savings,2,34,Yes,417,60K - 80K,2002191
4998365854,44,Male,Graduate,Single,Savings,1,33,Yes,574,40K - 60K,2001351
4998365855,36,Female,Unknown,Married,Savings,3,51,No,590,Unknown,1855951
4998365856,45,Male,Graduate,Single,Savings,2,40,Yes,587,60K - 80K,1854031
4998365857,39,Male,Graduate,Married,Savings,1,41,Yes,598,80K - 120K,1613496
4998365858,40,Male,College,Unknown,Savings,2,53,Yes,741,80K - 120K,1609656
4998365859,62,Male,High School,Married,Savings,1,70,Yes,850,60K - 80K,999556
4998365860,26,Male,Graduate,Single,Savings,1,29,No,584,40K - 60K,1499556
4998365861,60,Male,Uneducated,Single,Savings,1,61,No,650,Less than 40K,1496196
4998365862,54,Female,Doctorate,Single,Savings,1,36,Yes,607,Less than 40K,977696
4998365863,62,Male,Graduate,Married,Savings,1,46,Yes,509,60K - 80K,1277696
4998365864,57,Male,College,Married,Savings,1,38,Yes,689,40K - 60K,1577696
4998365865,59,Male,Graduate,Single,Savings,2,36,Yes,543,40K - 60K,1574456
4998365866,46,Male,Graduate,Single,Savings,1,54,No,438,60K - 80K,1132206
4998365867,44,Male,High School,Single,Savings,1,63,Yes,687,60K - 80K,1432206
4998365868,48,Male,Unknown,Single,Savings,2,31,Yes,737,80K - 120K,1428966
4998365869,43,Male,Uneducated,Divorced,Current,3,31,Yes,761,120K +,1039366
4998365870,57,Male,Uneducated,Married,Savings,2,44,Yes,601,120K +,2039366
4998365871,46,Male,College,Unknown,Savings,1,45,Yes,651,80K - 120K,2036606
4998365872,40,Male,High School,Unknown,Savings,2,35,Yes,745,60K - 80K,1578731
4998365873,54,Male,Unknown,Married,Savings,2,49,Yes,648,80K - 120K,1578131
4998365874,57,Female,Graduate,Single,Savings,1,40,Yes,848,40K - 60K,1511331
4998365875,44,Male,Graduate,Married,Savings,2,27,Yes,546,60K - 80K,1509051
4998365876,47,Female,Doctorate,Married,Savings,1,32,Yes,439,Less than 40K,1167651
4998365877,47,Male,Doctorate,Married,Savings,2,30,No,755,60K - 80K,1467651
